catch_id,date,site,species,sex,length_cm,weight_kg,gear,vessel,depth_m,water_temp_c,legal_size,value_aud
C1559,2023-09-16,Trinity Bay,Grass Emperor,F,28.1,0.32,line,FV-063,37.2,23.0,True,4.8
C0197,2023-09-17,Cairns Inlet,Barramundi,F,54.3,2.39,net,FV-034,35.2,22.4,False,52.58
C1729,2023-09-17,Michaelmas Cay,Coral Trout,M,36.9,0.69,spear,FV-027,39.2,24.2,False,19.32
C0958,2023-09-17,Green Island,Spanish Mackerel,U,74.8,3.59,line,FV-071,38.4,23.6,False,64.62
C0330,2023-09-18,Michaelmas Cay,Barramundi,U,88.4,10.47,trap,FV-063,13.2,23.0,True,230.34
C1867,2023-09-19,Green Island,Red Emperor,M,47.8,1.46,line,FV-027,28.1,23.8,True,37.96
C1186,2023-09-19,Trinity Bay,Red Emperor,M,55.7,2.62,trap,FV-058,42.4,24.0,True,68.12
C0836,2023-09-19,Green Island,Barramundi,U,67.2,4.81,spear,FV-058,41.5,23.2,True,105.82
C0887,2023-09-20,Green Island,Mangrove Jack,U,44.2,1.11,line,FV-071,32.2,22.4,True,22.2
C0776,2023-09-20,Green Island,Mangrove Jack,M,37.8,0.72,net,FV-063,24.2,22.9,True,14.4
C1151,2023-09-21,Frankland Islands,Spanish Mackerel,M,69.6,2.81,line,FV-034,25.8,23.5,False,50.58
C1977,2023-09-21,Trinity Bay,Mangrove Jack,U,30.2,0.33,trap,FV-027,44.3,22.3,False,6.6
C0327,2023-09-22,Green Island,Coral Trout,F,49.0,1.47,line,FV-088,14.7,24.3,True,41.16
C0764,2023-09-22,Fitzroy Reef,Barramundi,M,66.4,4.61,spear,FV-071,40.1,22.9,True,101.42
C0912,2023-09-22,Michaelmas Cay,Barramundi,M,57.0,2.78,spear,FV-034,16.8,22.5,False,61.16
C1466,2023-09-23,Frankland Islands,Coral Trout,M,45.4,1.36,spear,FV-063,44.2,22.9,True,38.08
C1155,2023-09-23,Green Island,Mangrove Jack,M,30.2,0.38,spear,FV-034,24.9,23.2,False,7.6
C1775,2023-09-24,Cairns Inlet,Mangrove Jack,M,32.4,0.41,line,FV-071,30.0,23.3,False,8.2
C1871,2023-09-24,Cairns Inlet,Mangrove Jack,M,31.4,0.38,line,FV-071,40.3,23.6,False,7.6
C1425,2023-09-25,Cairns Inlet,Mangrove Jack,F,39.9,0.92,line,FV-012,28.5,23.1,True,18.4
C0532,2023-09-25,Trinity Bay,Mangrove Jack,M,28.6,0.31,line,FV-041,37.7,23.3,False,6.2
C0162,2023-09-25,Green Island,Coral Trout,F,51.4,1.81,line,FV-012,7.3,22.6,True,50.68
C1531,2023-09-26,Green Island,Red Emperor,M,56.0,2.59,trap,FV-063,23.1,22.4,True,67.34
C1503,2023-09-26,Green Island,Spanish Mackerel,F,70.8,2.69,line,FV-058,29.8,23.0,False,48.42
C0645,2023-09-26,Green Island,Red Emperor,M,47.4,1.51,line,FV-063,31.3,23.3,True,39.26
C1203,2023-09-26,Frankland Islands,Barramundi,F,51.5,1.68,spear,FV-012,38.9,22.7,False,36.96
C1881,2023-09-27,Cairns Inlet,Coral Trout,M,44.1,1.36,trap,FV-058,14.1,23.5,True,38.08
C0592,2023-09-27,Cairns Inlet,Mangrove Jack,M,49.3,1.49,line,FV-088,9.2,23.3,True,29.8
C0782,2023-09-27,Fitzroy Reef,Red Emperor,U,48.5,1.62,net,FV-012,6.9,23.7,True,42.12
C1541,2023-09-27,Michaelmas Cay,Barramundi,U,65.9,3.76,trap,FV-088,32.5,23.0,True,82.72
C1284,2023-09-28,Green Island,Coral Trout,M,39.0,0.84,trap,FV-063,39.2,23.3,True,23.52
C1036,2023-09-28,Green Island,Coral Trout,F,50.2,2.02,line,FV-034,11.4,22.8,True,56.56
C1496,2023-09-29,Frankland Islands,Red Emperor,U,41.2,0.85,net,FV-071,43.3,23.1,False,22.1
C1141,2023-09-29,Fitzroy Reef,Barramundi,U,64.5,3.41,net,FV-058,29.3,23.0,True,75.02
C1211,2023-09-29,Michaelmas Cay,Coral Trout,M,59.2,2.81,line,FV-088,13.4,22.8,True,78.68
C1990,2023-09-29,Cairns Inlet,Spanish Mackerel,U,85.7,5.82,trap,FV-071,36.3,22.9,True,104.76
C0899,2023-09-30,Trinity Bay,Grass Emperor,F,39.2,0.83,line,FV-027,35.8,23.3,True,12.45
C1604,2023-09-30,Cairns Inlet,Coral Trout,F,50.5,1.73,line,FV-034,41.2,23.2,True,48.44
C0564,2023-09-30,Green Island,Grass Emperor,F,39.3,0.88,trap,FV-058,19.9,22.7,True,13.2
C0779,2023-09-30,Frankland Islands,Grass Emperor,U,28.4,0.34,line,FV-088,21.4,23.9,True,5.1
C1993,2023-10-01,Green Island,Grass Emperor,M,33.7,0.64,net,FV-034,35.9,23.5,True,9.6
C0316,2023-10-01,Trinity Bay,Red Emperor,M,52.5,1.81,line,FV-088,33.4,23.2,True,47.06
C1732,2023-10-02,Michaelmas Cay,Coral Trout,M,47.2,1.47,trap,FV-041,25.7,23.4,True,41.16
C1115,2023-10-02,Frankland Islands,Barramundi,M,53.8,2.12,net,FV-071,16.4,23.5,False,46.64
C0018,2023-10-02,Fitzroy Reef,Coral Trout,F,55.9,2.42,trap,FV-012,43.4,23.4,True,67.76
C1994,2023-10-03,Cairns Inlet,Coral Trout,M,41.2,0.95,line,FV-027,29.6,23.0,True,26.6
C0033,2023-10-04,Frankland Islands,Barramundi,U,50.5,1.77,trap,FV-027,33.3,23.0,False,38.94
C1721,2023-10-04,Trinity Bay,Barramundi,F,66.6,4.09,net,FV-012,32.5,22.4,True,89.98
C1253,2023-10-04,Green Island,Coral Trout,F,35.9,0.63,spear,FV-034,13.0,23.2,False,17.64
C0654,2023-10-05,Trinity Bay,Grass Emperor,M,38.1,0.81,spear,FV-041,42.8,23.3,True,12.15
C0049,2023-10-06,Michaelmas Cay,Spanish Mackerel,F,83.4,4.7,line,FV-088,38.5,23.4,True,84.6
C1908,2023-10-06,Cairns Inlet,Mangrove Jack,F,52.2,1.81,line,FV-071,20.1,23.4,True,36.2
C1261,2023-10-07,Trinity Bay,Mangrove Jack,U,56.5,2.75,line,FV-041,36.7,21.4,True,55.0
C1398,2023-10-07,Cairns Inlet,Coral Trout,F,38.1,0.83,trap,FV-034,10.9,22.4,True,23.24
C0056,2023-10-08,Michaelmas Cay,Barramundi,M,61.7,3.27,line,FV-063,11.2,23.0,True,71.94
C0371,2023-10-08,Trinity Bay,Barramundi,M,73.6,5.44,line,FV-034,16.9,23.8,True,119.68
C1210,2023-10-08,Green Island,Red Emperor,M,51.1,1.66,spear,FV-063,31.2,22.9,True,43.16
C0618,2023-10-08,Cairns Inlet,Spanish Mackerel,U,79.8,5.05,net,FV-058,28.1,23.4,True,90.9
C0169,2023-10-08,Green Island,Barramundi,F,62.0,3.56,trap,FV-041,24.6,23.8,True,78.32
C1965,2023-10-08,Michaelmas Cay,Red Emperor,M,50.8,1.96,line,FV-071,8.8,23.8,True,50.96
C1228,2023-10-08,Fitzroy Reef,Spanish Mackerel,U,69.4,2.74,line,FV-071,12.8,22.8,False,49.32
C1692,2023-10-09,Frankland Islands,Mangrove Jack,M,39.7,0.97,line,FV-063,33.6,23.7,True,19.4
C0296,2023-10-09,Green Island,Red Emperor,M,51.5,1.98,line,FV-088,25.3,23.7,True,51.48
C1025,2023-10-09,Frankland Islands,Barramundi,M,65.2,4.01,trap,FV-012,35.3,22.9,True,88.22
C1427,2023-10-09,Trinity Bay,Red Emperor,F,51.7,2.25,trap,FV-041,5.7,23.7,True,58.5
C0852,2023-10-09,Green Island,Coral Trout,F,32.6,0.52,spear,FV-034,42.9,23.9,False,14.56
C1628,2023-10-11,Michaelmas Cay,Grass Emperor,U,40.4,1.04,line,FV-088,18.6,22.6,True,15.6
C0621,2023-10-11,Frankland Islands,Coral Trout,M,44.9,1.43,spear,FV-034,22.7,22.8,True,40.04
C0304,2023-10-12,Cairns Inlet,Spanish Mackerel,U,81.1,4.91,net,FV-088,35.2,23.5,True,88.38
C0784,2023-10-12,Cairns Inlet,Spanish Mackerel,M,93.7,7.61,spear,FV-058,17.5,22.5,True,136.98
C0421,2023-10-12,Green Island,Mangrove Jack,M,49.4,1.58,spear,FV-041,12.3,23.1,True,31.6
C0036,2023-10-12,Fitzroy Reef,Mangrove Jack,M,34.1,0.5,line,FV-071,33.2,22.5,False,10.0
C1804,2023-10-12,Frankland Islands,Mangrove Jack,M,44.1,1.3,line,FV-088,37.3,24.1,True,26.0
C0403,2023-10-13,Trinity Bay,Coral Trout,F,58.1,2.96,line,FV-088,9.2,22.7,True,82.88
C0546,2023-10-13,Green Island,Barramundi,M,53.9,2.25,line,FV-071,4.0,23.9,False,49.5
C0847,2023-10-13,Fitzroy Reef,Barramundi,M,64.5,4.11,trap,FV-058,10.1,22.6,True,90.42
C0512,2023-10-14,Frankland Islands,Barramundi,U,74.4,6.38,line,FV-063,32.6,23.5,True,140.36
C0481,2023-10-14,Trinity Bay,Mangrove Jack,M,42.6,1.13,spear,FV-012,23.2,23.0,True,22.6
C0872,2023-10-14,Frankland Islands,Coral Trout,U,32.8,0.47,trap,FV-071,28.3,23.7,False,13.16
C1573,2023-10-14,Michaelmas Cay,Grass Emperor,M,40.8,1.01,spear,FV-012,44.6,23.7,True,15.15
C1128,2023-10-15,Cairns Inlet,Mangrove Jack,U,40.4,0.75,spear,FV-034,37.5,23.9,True,15.0
C1301,2023-10-15,Green Island,Red Emperor,F,43.3,0.92,line,FV-071,5.7,22.6,False,23.92
C0396,2023-10-15,Fitzroy Reef,Grass Emperor,F,31.5,0.52,spear,FV-034,43.0,23.8,True,7.8
C0464,2023-10-15,Frankland Islands,Coral Trout,F,44.4,1.36,line,FV-012,7.9,22.5,True,38.08
C1717,2023-10-16,Michaelmas Cay,Red Emperor,M,63.8,3.95,net,FV-058,5.9,23.9,True,102.7
C0663,2023-10-16,Michaelmas Cay,Spanish Mackerel,F,83.9,4.8,spear,FV-058,12.5,23.3,True,86.4
C0904,2023-10-16,Frankland Islands,Coral Trout,M,38.9,0.86,spear,FV-034,44.1,23.6,True,24.08
C0042,2023-10-16,Frankland Islands,Mangrove Jack,U,30.2,0.37,net,FV-071,28.1,22.2,False,7.4
C1654,2023-10-17,Green Island,Barramundi,F,51.9,1.91,net,FV-041,4.4,23.4,False,42.02
C0649,2023-10-17,Green Island,Mangrove Jack,M,27.4,0.28,net,FV-071,37.3,22.5,False,5.6
C1904,2023-10-18,Trinity Bay,Red Emperor,F,48.6,1.68,net,FV-058,14.4,23.4,True,43.68
C0979,2023-10-18,Frankland Islands,Barramundi,U,54.0,1.94,spear,FV-071,22.6,23.1,False,42.68
C0702,2023-10-18,Green Island,Mangrove Jack,M,31.8,0.46,spear,FV-034,37.5,23.0,False,9.2
C1129,2023-10-19,Green Island,Spanish Mackerel,M,85.9,6.19,line,FV-041,22.3,22.8,True,111.42
C0100,2023-10-19,Trinity Bay,Coral Trout,F,43.5,1.26,trap,FV-063,5.4,23.6,True,35.28
C0543,2023-10-20,Frankland Islands,Barramundi,F,75.3,5.8,net,FV-041,34.5,22.6,True,127.6
C1672,2023-10-20,Green Island,Grass Emperor,F,22.3,0.14,trap,FV-012,19.6,22.3,False,2.1
C0957,2023-10-20,Fitzroy Reef,Barramundi,F,78.3,7.36,spear,FV-012,29.8,22.4,True,161.92
C1534,2023-10-21,Cairns Inlet,Mangrove Jack,M,40.9,1.02,net,FV-027,9.0,23.2,True,20.4
C0420,2023-10-21,Michaelmas Cay,Grass Emperor,F,42.1,1.31,net,FV-027,9.4,23.1,True,19.65
C1050,2023-10-21,Trinity Bay,Barramundi,F,76.4,6.65,line,FV-071,7.7,24.5,True,146.3
C1917,2023-10-21,Cairns Inlet,Coral Trout,M,50.8,1.89,trap,FV-012,31.4,23.2,True,52.92
C0309,2023-10-21,Cairns Inlet,Spanish Mackerel,F,74.3,3.95,net,FV-027,25.4,23.6,False,71.1
C1719,2023-10-21,Cairns Inlet,Grass Emperor,F,21.4,0.14,spear,FV-034,22.6,22.8,False,2.1
C0498,2023-10-22,Trinity Bay,Coral Trout,M,43.7,1.06,line,FV-034,33.5,25.6,True,29.68
C0335,2023-10-22,Green Island,Barramundi,M,68.6,4.3,trap,FV-027,31.8,23.1,True,94.6
C0238,2023-10-23,Michaelmas Cay,Grass Emperor,F,26.5,0.32,spear,FV-034,6.0,22.7,False,4.8
C0659,2023-10-23,Trinity Bay,Red Emperor,F,47.1,1.48,line,FV-012,24.4,23.3,True,38.48
C0917,2023-10-23,Trinity Bay,Grass Emperor,U,49.2,1.86,line,FV-041,35.6,24.5,True,27.9
C1109,2023-10-24,Trinity Bay,Mangrove Jack,M,39.9,1.02,net,FV-063,32.1,24.6,True,20.4
C0496,2023-10-24,Green Island,Coral Trout,M,38.0,0.7,line,FV-012,8.7,23.7,True,19.6
C1716,2023-10-25,Michaelmas Cay,Mangrove Jack,M,40.2,0.81,net,FV-012,44.0,24.7,True,16.2
C1173,2023-10-25,Trinity Bay,Grass Emperor,F,32.2,0.54,trap,FV-027,26.5,23.4,True,8.1
C1985,2023-10-25,Trinity Bay,Barramundi,F,57.3,3.16,spear,FV-034,10.4,23.3,False,69.52
C1725,2023-10-25,Fitzroy Reef,Grass Emperor,F,41.4,1.19,spear,FV-034,11.8,22.8,True,17.85
C0449,2023-10-25,Trinity Bay,Coral Trout,F,56.6,2.45,net,FV-027,12.5,23.0,True,68.6
C0220,2023-10-25,Michaelmas Cay,Spanish Mackerel,F,74.9,3.75,spear,FV-034,32.0,23.3,False,67.5
C1400,2023-10-25,Trinity Bay,Coral Trout,U,55.4,2.33,net,FV-012,41.8,23.2,True,65.24
C0601,2023-10-26,Michaelmas Cay,Coral Trout,M,43.1,1.09,spear,FV-071,29.5,23.1,True,30.52
C1489,2023-10-26,Cairns Inlet,Barramundi,M,71.3,5.37,line,FV-063,24.8,23.5,True,118.14
C1327,2023-10-26,Cairns Inlet,Spanish Mackerel,M,88.8,5.85,trap,FV-088,7.7,22.9,True,105.3
C0994,2023-10-26,Fitzroy Reef,Coral Trout,U,46.0,1.18,line,FV-041,31.0,22.9,True,33.04
C1493,2023-10-27,Fitzroy Reef,Spanish Mackerel,M,83.0,4.49,spear,FV-088,22.5,22.6,True,80.82
C0456,2023-10-27,Michaelmas Cay,Mangrove Jack,M,33.8,0.62,spear,FV-041,3.1,24.1,False,12.4
C0287,2023-10-28,Fitzroy Reef,Mangrove Jack,U,35.6,0.57,line,FV-071,9.8,22.7,True,11.4
C1472,2023-10-28,Michaelmas Cay,Coral Trout,F,40.9,0.85,trap,FV-063,42.2,23.5,True,23.8
C1947,2023-10-28,Green Island,Red Emperor,M,51.9,2.23,trap,FV-063,33.6,22.0,True,57.98
C0332,2023-10-28,Frankland Islands,Barramundi,F,58.0,2.87,spear,FV-027,12.5,24.0,True,63.14
C0385,2023-10-28,Trinity Bay,Barramundi,M,88.1,9.53,trap,FV-058,37.1,23.6,True,209.66
C0832,2023-10-29,Fitzroy Reef,Red Emperor,M,54.3,,line,FV-071,14.1,23.4,True,57.98
C1130,2023-10-29,Cairns Inlet,Grass Emperor,M,49.3,1.92,net,FV-063,12.2,23.0,True,28.8
C0841,2023-10-30,Frankland Islands,Coral Trout,F,58.8,2.97,spear,FV-012,32.3,22.1,True,83.16
C0651,2023-10-30,Cairns Inlet,Mangrove Jack,M,46.3,1.38,net,FV-041,13.2,23.6,True,27.6
C1101,2023-10-30,Frankland Islands,Grass Emperor,F,38.6,1.03,net,FV-027,40.1,23.9,True,15.45
C0891,2023-10-30,Michaelmas Cay,Red Emperor,F,58.0,2.91,line,FV-088,13.3,23.6,True,75.66
C1528,2023-10-30,Frankland Islands,Barramundi,F,65.8,3.52,trap,FV-088,34.7,23.0,True,77.44
C1507,2023-10-31,Green Island,Spanish Mackerel,F,84.3,5.44,spear,FV-088,22.4,23.8,True,97.92
C1606,2023-10-31,Trinity Bay,Spanish Mackerel,M,86.2,5.23,spear,FV-063,44.5,23.3,True,94.14
C0924,2023-10-31,Trinity Bay,Red Emperor,F,46.4,1.43,spear,FV-027,30.8,22.6,True,37.18
C0985,2023-11-01,Trinity Bay,Grass Emperor,F,38.4,0.86,trap,FV-027,23.9,23.9,True,12.9
C1669,2023-11-01,Trinity Bay,Mangrove Jack,F,43.7,1.17,line,FV-058,6.9,24.4,True,23.4
C1240,2023-11-01,Frankland Islands,Barramundi,M,62.5,3.28,line,FV-058,36.7,22.9,True,72.16
C0048,2023-11-01,Cairns Inlet,Spanish Mackerel,F,77.5,3.94,net,FV-071,26.4,23.3,True,70.92
C0376,2023-11-02,Michaelmas Cay,Spanish Mackerel,M,79.9,4.52,line,FV-088,5.6,23.2,True,81.36
C1620,2023-11-03,Trinity Bay,Barramundi,M,64.0,4.0,spear,FV-034,43.6,24.9,True,88.0
C0781,2023-11-03,Frankland Islands,Red Emperor,U,56.5,2.4,spear,FV-027,25.5,23.6,True,62.4
C1347,2023-11-03,Trinity Bay,Spanish Mackerel,M,69.5,3.06,spear,FV-034,23.4,23.7,False,55.08
C0053,2023-11-04,Michaelmas Cay,Mangrove Jack,M,36.7,0.77,net,FV-088,25.9,22.9,True,15.4
C0051,2023-11-04,Fitzroy Reef,Coral Trout,U,40.7,0.87,line,FV-041,18.6,24.6,True,24.36
C0749,2023-11-05,Michaelmas Cay,Red Emperor,M,44.6,1.24,spear,FV-034,43.5,23.3,False,32.24
C0492,2023-11-05,Green Island,Mangrove Jack,M,34.5,0.63,line,FV-058,41.3,22.8,False,12.6
C1375,2023-11-08,Fitzroy Reef,Barramundi,M,72.1,4.67,spear,FV-088,44.8,24.1,True,102.74
C1593,2023-11-08,Cairns Inlet,Barramundi,U,73.9,5.55,line,FV-088,35.8,23.5,True,122.1
C1844,2023-11-09,Trinity Bay,Coral Trout,F,45.2,1.19,net,FV-027,5.4,24.6,True,33.32
C0166,2023-11-09,Michaelmas Cay,Mangrove Jack,M,42.2,1.05,line,FV-041,14.6,24.6,True,21.0
C0594,2023-11-09,Cairns Inlet,Barramundi,F,65.3,4.04,line,FV-041,39.0,24.0,True,88.88
C1955,2023-11-10,Michaelmas Cay,Spanish Mackerel,U,80.1,5.0,net,FV-027,31.6,23.0,True,90.0
C0610,2023-11-10,Green Island,Red Emperor,U,47.0,1.57,trap,FV-041,17.0,23.8,True,40.82
C0491,2023-11-10,Trinity Bay,Barramundi,M,66.2,3.76,line,FV-027,10.0,23.5,True,82.72
C1188,2023-11-10,Trinity Bay,Mangrove Jack,F,47.3,1.43,trap,FV-058,26.5,23.5,True,28.6
C0072,2023-11-10,Cairns Inlet,Barramundi,M,59.2,3.0,line,FV-071,22.0,22.8,True,66.0
C0999,2023-11-10,Cairns Inlet,Coral Trout,M,47.9,1.39,trap,FV-088,16.4,22.5,True,38.92
C0771,2023-11-11,Michaelmas Cay,Barramundi,M,59.8,,trap,FV-058,19.6,23.3,True,63.8
C1632,2023-11-11,Michaelmas Cay,Barramundi,F,56.6,2.57,spear,FV-034,20.4,23.5,False,56.54
C0688,2023-11-12,Trinity Bay,Coral Trout,M,50.6,1.91,net,FV-027,21.4,23.1,True,53.48
C1622,2023-11-12,Cairns Inlet,Mangrove Jack,F,38.1,0.79,line,FV-012,29.4,23.8,True,15.8
C1148,2023-11-13,Cairns Inlet,Grass Emperor,U,31.6,0.45,line,FV-088,30.0,24.1,True,6.75
C0364,2023-11-13,Trinity Bay,Red Emperor,M,64.5,3.9,line,FV-058,38.0,23.6,True,101.4
C1827,2023-11-14,Cairns Inlet,Coral Trout,F,46.9,1.35,line,FV-012,43.4,23.5,True,37.8
C1983,2023-11-14,Green Island,Coral Trout,F,42.6,1.1,spear,FV-034,19.0,24.5,True,30.8
C0020,2023-11-14,Green Island,Mangrove Jack,M,39.4,0.84,line,FV-063,13.6,24.5,True,16.8
C0523,2023-11-14,Trinity Bay,Mangrove Jack,M,48.2,1.54,line,FV-034,41.2,24.3,True,30.8
C0099,2023-11-15,Frankland Islands,Grass Emperor,U,34.7,0.58,net,FV-063,27.2,23.2,True,8.7
C1876,2023-11-15,Trinity Bay,Mangrove Jack,F,49.9,1.75,line,FV-041,3.6,24.1,True,35.0
C1857,2023-11-15,Fitzroy Reef,Coral Trout,F,48.9,1.89,line,FV-088,17.6,25.1,True,52.92
C0708,2023-11-15,Fitzroy Reef,Red Emperor,M,45.2,1.4,trap,FV-058,9.8,24.1,True,36.4
C1329,2023-11-15,Cairns Inlet,Mangrove Jack,F,52.7,2.18,trap,FV-071,20.7,23.2,True,43.6
C0709,2023-11-16,Frankland Islands,Grass Emperor,F,25.7,0.26,line,FV-071,37.5,23.8,False,3.9
C0236,2023-11-16,Green Island,Grass Emperor,M,34.4,0.73,line,FV-071,25.3,24.1,True,10.95
C0549,2023-11-17,Fitzroy Reef,Mangrove Jack,M,45.1,1.52,line,FV-034,44.3,23.3,True,30.4
C0163,2023-11-17,Trinity Bay,Barramundi,M,60.2,3.34,spear,FV-041,4.0,23.9,True,73.48
C1246,2023-11-17,Fitzroy Reef,Grass Emperor,U,36.1,0.78,spear,FV-071,26.4,23.0,True,11.7
C0934,2023-11-17,Frankland Islands,Coral Trout,,35.1,0.67,net,FV-041,11.3,23.4,False,18.76
C0563,2023-11-17,Trinity Bay,Barramundi,M,60.3,3.27,trap,FV-063,20.3,24.0,True,71.94
C1839,2023-11-17,Green Island,Grass Emperor,F,35.1,0.58,spear,FV-012,25.5,24.2,True,8.7
C0285,2023-11-18,Green Island,Mangrove Jack,M,58.3,2.77,trap,FV-058,32.8,24.4,True,55.4
C0514,2023-11-19,Fitzroy Reef,Barramundi,M,68.4,4.21,line,FV-027,43.1,24.1,True,92.62
C0882,2023-11-19,Frankland Islands,Coral Trout,F,48.8,1.68,spear,FV-012,24.2,24.0,True,47.04
C1539,2023-11-19,Trinity Bay,Red Emperor,M,57.4,2.53,line,FV-012,42.0,24.1,True,65.78
C1164,2023-11-19,Green Island,Barramundi,F,67.9,3.97,line,FV-027,19.2,23.7,True,87.34
C1905,2023-11-19,Cairns Inlet,Coral Trout,M,62.9,3.44,line,FV-027,22.7,24.7,True,96.32
C0810,2023-11-19,Trinity Bay,Barramundi,M,69.3,4.72,net,FV-041,40.6,24.4,True,103.84
C0664,2023-11-20,Michaelmas Cay,Spanish Mackerel,F,81.8,4.36,line,FV-027,7.3,23.7,True,78.48
C1019,2023-11-20,Frankland Islands,Coral Trout,U,58.5,2.89,spear,FV-088,14.9,24.2,True,80.92
C0134,2023-11-20,Cairns Inlet,Barramundi,U,62.8,3.53,line,FV-041,15.3,23.4,True,77.66
C1026,2023-11-20,Fitzroy Reef,Mangrove Jack,F,36.9,0.67,line,FV-012,19.1,24.8,True,13.4
C0996,2023-11-21,Green Island,Coral Trout,M,34.2,0.53,line,FV-071,14.3,24.0,False,14.84
C1307,2023-11-21,Frankland Islands,Red Emperor,F,63.5,3.97,line,FV-063,9.0,24.2,True,103.22
C1110,2023-11-21,Frankland Islands,Barramundi,U,73.6,5.74,trap,FV-027,19.2,24.3,True,126.28
C0883,2023-11-22,Fitzroy Reef,Coral Trout,F,43.2,1.11,spear,FV-034,11.2,25.0,True,31.08
C1452,2023-11-23,Green Island,Barramundi,F,66.3,3.29,spear,FV-058,29.9,25.3,True,72.38
C1177,2023-11-23,Green Island,Grass Emperor,M,38.8,0.76,net,FV-012,20.6,23.3,True,11.4
C1343,2023-11-23,Cairns Inlet,Coral Trout,M,38.7,0.8,line,FV-058,7.9,24.1,True,22.4
C1920,2023-11-23,Fitzroy Reef,Barramundi,F,58.3,3.25,spear,FV-041,41.9,23.5,True,71.5
C1956,2023-11-24,Green Island,Coral Trout,F,50.2,1.67,net,FV-012,30.2,24.7,True,46.76
C0246,2023-11-24,Frankland Islands,Mangrove Jack,M,50.9,1.74,trap,FV-063,4.8,24.3,True,34.8
C1441,2023-11-26,Green Island,Mangrove Jack,M,38.7,0.94,line,FV-027,20.7,25.2,True,18.8
C0299,2023-11-27,Cairns Inlet,Mangrove Jack,M,38.1,0.84,line,FV-027,5.9,24.9,True,16.8
C1863,2023-11-27,Trinity Bay,Barramundi,F,59.0,3.15,spear,FV-012,44.4,24.2,True,69.3
C0161,2023-11-27,Fitzroy Reef,Coral Trout,M,51.6,1.89,net,FV-058,12.9,23.6,True,52.92
C1991,2023-11-27,Green Island,Grass Emperor,F,34.3,0.58,line,FV-027,36.1,24.4,True,8.7
C0951,2023-11-28,Frankland Islands,Grass Emperor,M,38.6,0.99,net,FV-034,40.6,24.4,True,14.85
C1140,2023-11-29,Trinity Bay,Spanish Mackerel,F,76.5,3.8,line,FV-088,43.8,23.6,True,68.4
C0252,2023-11-30,Frankland Islands,Grass Emperor,M,42.1,1.09,trap,FV-071,40.8,24.1,True,16.35
C1401,2023-11-30,Cairns Inlet,Red Emperor,M,46.9,1.51,net,FV-034,19.6,25.8,True,39.26
C0155,2023-12-01,Cairns Inlet,Red Emperor,M,59.0,3.3,line,FV-012,7.3,24.1,True,85.8
C0431,2023-12-01,Frankland Islands,Spanish Mackerel,U,70.6,3.3,net,FV-071,34.6,23.9,False,59.4
C0074,2023-12-02,Trinity Bay,Mangrove Jack,F,40.5,0.98,trap,FV-058,23.6,24.3,True,19.6
C0484,2023-12-02,Fitzroy Reef,Mangrove Jack,F,59.0,2.93,net,FV-012,12.9,24.3,True,58.6
C1421,2023-12-02,Fitzroy Reef,Spanish Mackerel,M,88.3,5.81,net,FV-058,29.7,24.9,True,104.58
C1940,2023-12-02,Frankland Islands,Grass Emperor,U,35.8,0.7,spear,FV-027,14.1,23.9,True,10.5
C1000,2023-12-04,Michaelmas Cay,Mangrove Jack,F,62.1,3.64,trap,FV-088,12.6,24.6,True,72.8
C1185,2023-12-04,Cairns Inlet,Barramundi,F,64.7,4.25,line,FV-071,7.4,25.9,True,93.5
C1057,2023-12-04,Cairns Inlet,Coral Trout,M,71.4,5.63,line,FV-041,34.9,23.9,True,157.64
C1525,2023-12-04,Frankland Islands,Mangrove Jack,M,39.9,0.96,line,FV-063,10.4,25.0,True,19.2
C1685,2023-12-05,Michaelmas Cay,Mangrove Jack,M,41.4,1.21,trap,FV-058,40.8,24.7,True,24.2
C0812,2023-12-05,Green Island,Coral Trout,M,32.8,0.49,line,FV-058,20.8,25.1,False,13.72
C0147,2023-12-05,Green Island,Barramundi,F,68.9,3.84,spear,FV-027,10.9,25.6,True,84.48
C1332,2023-12-05,Frankland Islands,Mangrove Jack,M,45.0,1.15,net,FV-088,7.6,25.2,True,23.0
C0435,2023-12-06,Cairns Inlet,Barramundi,M,66.7,4.3,line,FV-034,38.9,25.5,True,94.6
C0307,2023-12-06,Trinity Bay,Barramundi,M,60.2,3.0,line,FV-063,9.9,25.8,True,66.0
C0251,2023-12-06,Frankland Islands,Spanish Mackerel,F,70.5,2.7,spear,FV-034,9.4,23.9,False,48.6
C1338,2023-12-07,Cairns Inlet,Spanish Mackerel,F,85.1,5.78,line,FV-058,7.6,24.3,True,104.04
C1448,2023-12-08,Frankland Islands,Spanish Mackerel,U,77.4,4.02,line,FV-012,34.9,25.5,True,72.36
C1011,2023-12-08,Green Island,Mangrove Jack,F,46.2,1.48,net,FV-034,9.0,23.7,True,29.6
C1095,2023-12-09,Frankland Islands,Coral Trout,F,54.3,2.35,trap,FV-041,36.2,24.9,True,65.8
C1465,2023-12-09,Fitzroy Reef,Barramundi,U,62.1,3.29,line,FV-012,36.3,25.1,True,72.38
C1016,2023-12-10,Trinity Bay,Coral Trout,M,42.2,1.06,spear,FV-063,24.2,25.3,True,29.68
C1394,2023-12-10,Michaelmas Cay,Grass Emperor,U,24.8,0.22,spear,FV-034,24.2,24.8,False,3.3
